,id_student,code_module,code_presentation,total_click,active_days,last_login_day,avg_click_per_day,days_since_last_login,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,late_registration,active_duration,withdrew,score_mean,score_min,score_max,score_std,id_assessment_count,is_banked_mean
4432,408469,BBB,2014B,179,13,11,13.765625,3,F,West Midlands Region,A Level or Equivalent,6.0,35-55,1,210,N,Withdrawn,-52.0,15.0,0,67,1,74.0,74.0,74.0,,1.0,0.0
4433,408499,FFF,2014J,559,21,14,26.625,0,F,East Anglian Region,A Level or Equivalent,10.0,35-55,0,120,Y,Withdrawn,-31.0,94.0,0,125,1,88.5,80.0,94.0,6.1914062,4.0,0.0
4434,408581,BBB,2014B,106,8,14,13.25,0,F,East Anglian Region,A Level or Equivalent,9.0,0-35,1,180,N,Distinction,-29.0,,1,0,0,84.625,60.0,100.0,14.921875,10.0,0.0
4435,408608,CCC,2014J,58,7,14,8.2890625,0,M,East Midlands Region,A Level or Equivalent,7.0,35-55,0,60,N,Fail,-53.0,,0,0,0,74.125,26.0,100.0,21.796875,8.0,0.0
4436,408651,FFF,2013B,314,11,12,28.546875,2,M,East Anglian Region,A Level or Equivalent,7.0,35-55,0,60,N,Fail,-24.0,,1,0,0,85.1875,72.0,98.0,9.3125,5.0,0.0
4437,408753,FFF,2013B,172,7,10,24.578125,4,F,West Midlands Region,Lower Than A Level,4.0,0-35,0,90,N,Pass,-11.0,,1,0,0,80.8125,67.0,96.0,7.9648438,12.0,0.0
4438,408763,EEE,2014J,112,10,10,11.203125,4,M,North Western Region,A Level or Equivalent,4.0,0-35,0,60,N,Pass,-64.0,,0,0,0,85.25,79.0,92.0,6.2382812,4.0,0.0
4439,408975,BBB,2013J,46,2,14,23.0,0,F,Ireland,A Level or Equivalent,7.0,0-35,0,60,N,Pass,-19.0,,1,0,0,62.84375,40.0,100.0,19.515625,7.0,0.0
4440,409040,FFF,2013J,2,1,3,2.0,11,M,East Anglian Region,Lower Than A Level,3.0,0-35,1,90,N,Pass,-191.0,,0,0,0,62.84375,23.0,86.0,17.890625,12.0,0.0
4441,409056,DDD,2013J,42,8,6,5.25,8,F,West Midlands Region,HE Qualification,1.0,35-55,2,60,N,Withdrawn,-199.0,90.0,0,289,1,81.0,79.0,83.0,2.828125,2.0,1.0
4442,409091,DDD,2013B,178,9,9,19.78125,5,F,East Midlands Region,A Level or Equivalent,8.0,35-55,0,60,N,Pass,-225.0,,0,0,0,93.0,78.0,100.0,6.1875,14.0,0.0
4443,409100,AAA,2014J,411,18,14,22.828125,0,M,South East Region,HE Qualification,9.0,35-55,0,60,N,Pass,-124.0,,0,0,0,77.375,68.0,85.0,7.1289062,5.0,0.0
4444,409105,DDD,2013J,10,1,2,10.0,12,M,Scotland,A Level or Equivalent,10.0,35-55,0,60,N,Fail,-173.0,,0,0,0,,,,,,
4445,409109,DDD,2013B,125,15,9,8.3359375,5,F,London Region,Lower Than A Level,6.0,0-35,2,150,N,Pass,-28.0,,1,0,0,60.0625,0.0,86.0,20.359375,14.0,0.0
4446,409120,DDD,2014J,39,6,13,6.5,1,F,London Region,A Level or Equivalent,3.0,0-35,1,60,Y,Withdrawn,-24.0,209.0,1,233,1,55.8125,17.0,85.0,28.125,5.0,0.0
4447,409160,BBB,2013J,119,12,14,9.9140625,0,F,East Anglian Region,Lower Than A Level,3.0,0-35,0,120,Y,Fail,-58.0,,0,0,0,73.0,73.0,73.0,,1.0,0.0
4448,409205,DDD,2014J,131,9,8,14.5546875,6,M,East Midlands Region,A Level or Equivalent,3.0,0-35,0,90,N,Pass,-16.0,,1,0,0,71.125,60.0,82.0,7.3125,7.0,0.0
4449,409276,FFF,2013J,17,3,9,5.6679688,5,F,Wales,Lower Than A Level,4.0,0-35,0,180,N,Fail,-54.0,,0,0,0,,,,,,
4450,409284,DDD,2014B,33,3,3,11.0,11,F,Wales,No Formal quals,4.0,35-55,0,90,N,Withdrawn,-54.0,95.0,0,149,1,,,,,,
4451,409540,CCC,2014B,193,7,7,27.578125,7,M,North Western Region,HE Qualification,4.0,0-35,0,30,N,Withdrawn,-36.0,66.0,0,102,1,50.0,40.0,60.0,14.140625,2.0,0.0
4452,409651,FFF,2014B,244,6,13,40.65625,1,M,South West Region,A Level or Equivalent,9.0,0-35,0,120,N,Pass,-51.0,,0,0,0,91.25,66.0,100.0,9.9609375,12.0,0.0
4453,409662,BBB,2013B,317,17,14,18.640625,0,F,East Anglian Region,Lower Than A Level,7.0,0-35,0,60,N,Pass,-94.0,,0,0,0,81.8125,61.0,100.0,13.8203125,11.0,0.0
4454,409663,FFF,2013B,17,4,14,4.25,0,M,North Western Region,Lower Than A Level,5.0,0-35,2,120,N,Withdrawn,3.0,191.0,1,188,1,62.0,28.0,82.0,29.59375,3.0,0.0
4455,409698,BBB,2013J,77,9,13,8.5546875,1,F,Scotland,Lower Than A Level,1.0,0-35,0,60,N,Withdrawn,-45.0,93.0,0,138,1,89.0,78.0,100.0,15.5546875,2.0,0.0
4456,409703,AAA,2014J,448,18,14,24.890625,0,M,East Anglian Region,A Level or Equivalent,4.0,0-35,0,120,N,Pass,-78.0,,0,0,0,63.8125,62.0,65.0,1.3037109,5.0,0.0
4457,409708,BBB,2014J,62,10,14,6.1992188,0,F,East Anglian Region,Lower Than A Level,9.0,0-35,2,120,N,Pass,-60.0,,0,0,0,64.0,52.0,100.0,20.234375,5.0,0.0
4458,409733,CCC,2014J,88,7,12,12.5703125,2,M,Scotland,A Level or Equivalent,4.0,0-35,0,60,N,Pass,-73.0,,0,0,0,84.5625,72.0,96.0,8.71875,9.0,0.0
4459,409766,DDD,2013B,15,3,4,5.0,10,M,Yorkshire Region,Lower Than A Level,1.0,0-35,3,210,N,Withdrawn,-51.0,27.0,0,78,1,,,,,,
4460,409794,DDD,2013J,14,4,-2,3.5,16,M,East Anglian Region,A Level or Equivalent,7.0,0-35,0,120,N,Withdrawn,-121.0,30.0,0,151,1,,,,,,
4461,409852,CCC,2014J,232,16,13,14.5,1,F,South Region,Lower Than A Level,10.0,35-55,0,60,N,Fail,-81.0,,0,0,0,31.5,4.0,69.0,24.484375,8.0,0.0
4462,409880,DDD,2013B,191,13,9,14.6953125,5,F,South Region,A Level or Equivalent,3.0,0-35,0,90,N,Withdrawn,-24.0,23.0,1,47,1,74.3125,68.0,89.0,7.6328125,6.0,0.0
4463,409880,DDD,2013J,304,17,14,17.875,0,F,South Region,A Level or Equivalent,3.0,35-55,1,60,N,Pass,-38.0,,0,0,0,74.3125,68.0,89.0,7.6328125,6.0,0.0
4464,409930,BBB,2013J,154,10,8,15.3984375,6,F,East Anglian Region,A Level or Equivalent,6.0,0-35,0,120,N,Pass,-158.0,,0,0,0,81.75,67.0,100.0,12.8203125,11.0,0.0
4465,409945,BBB,2013J,66,6,13,11.0,1,F,Wales,A Level or Equivalent,9.0,0-35,0,180,N,Pass,-54.0,,0,0,0,82.6875,60.0,100.0,13.671875,10.0,0.0
4466,409949,FFF,2014B,189,2,12,94.5,2,M,East Midlands Region,A Level or Equivalent,9.0,0-35,0,90,N,Fail,-25.0,,1,0,0,50.0,30.0,70.0,28.28125,2.0,0.0
4467,409953,CCC,2014J,93,9,9,10.3359375,5,M,West Midlands Region,A Level or Equivalent,4.0,35-55,0,60,N,Pass,-23.0,,1,0,0,73.8125,47.0,89.0,12.2890625,16.0,0.0
4468,409953,DDD,2013J,103,8,14,12.875,0,M,West Midlands Region,A Level or Equivalent,4.0,0-35,0,60,N,Pass,-58.0,,0,0,0,73.8125,47.0,89.0,12.2890625,16.0,0.0
4469,410043,GGG,2014J,2,1,13,2.0,1,F,London Region,Post Graduate Qualification,2.0,35-55,0,30,N,Fail,4.0,,1,0,0,65.0,65.0,65.0,,1.0,0.0
4470,410052,BBB,2013J,21,2,13,10.5,1,F,London Region,A Level or Equivalent,2.0,35-55,3,60,N,Pass,-87.0,,0,0,0,81.375,61.0,100.0,16.0625,11.0,0.0
4471,410084,DDD,2013J,4,1,-1,4.0,15,M,Scotland,A Level or Equivalent,9.0,0-35,1,60,N,Fail,-129.0,,0,0,0,42.0,38.0,46.0,5.65625,2.0,0.0
4472,410092,AAA,2014J,98,4,12,24.5,2,F,North Western Region,A Level or Equivalent,1.0,35-55,0,60,N,Pass,-81.0,,0,0,0,66.375,62.0,71.0,3.78125,5.0,0.0
4473,410176,CCC,2014J,51,7,-2,7.2851562,16,F,Scotland,A Level or Equivalent,5.0,0-35,0,30,N,Fail,-24.0,,1,0,0,62.0,54.0,67.0,7.0,3.0,0.0
4474,410199,FFF,2014B,541,9,14,60.125,0,M,South West Region,A Level or Equivalent,7.0,35-55,0,120,N,Pass,-29.0,,1,0,0,86.5625,78.0,92.0,3.8242188,12.0,0.0
4475,410203,CCC,2014B,482,9,14,53.5625,0,F,South Region,HE Qualification,8.0,35-55,0,30,N,Pass,-50.0,,0,0,0,78.25,65.0,88.0,9.6015625,4.0,0.0
4476,410281,BBB,2013J,300,16,12,18.75,2,F,Ireland,A Level or Equivalent,7.0,35-55,1,180,N,Fail,-57.0,,0,0,0,88.5625,65.0,100.0,14.921875,7.0,0.0
4477,410357,BBB,2013J,229,17,14,13.46875,0,F,South Region,Lower Than A Level,5.0,0-35,0,60,N,Distinction,-103.0,,0,0,0,93.8125,82.0,100.0,7.1523438,11.0,0.0
4478,410407,CCC,2014B,685,21,14,32.625,0,M,South Region,HE Qualification,10.0,35-55,0,30,N,Distinction,-92.0,,0,0,0,92.1875,86.0,100.0,5.3632812,17.0,0.0
4479,410407,FFF,2014J,731,23,13,31.78125,1,M,South Region,HE Qualification,10.0,35-55,0,60,N,Distinction,-60.0,,0,0,0,92.1875,86.0,100.0,5.3632812,17.0,0.0
4480,410537,BBB,2013J,25,3,13,8.3359375,1,F,South West Region,A Level or Equivalent,5.0,0-35,0,60,N,Pass,-36.0,,0,0,0,83.9375,73.0,100.0,10.75,11.0,0.0
4481,410573,GGG,2013J,70,1,0,70.0,14,F,East Midlands Region,Lower Than A Level,2.0,0-35,0,30,N,Fail,-59.0,,0,0,0,61.4375,20.0,100.0,27.8125,9.0,0.0
4482,410587,EEE,2014J,298,17,14,17.53125,0,M,North Western Region,HE Qualification,2.0,35-55,0,65,N,Pass,-29.0,,1,0,0,93.0,89.0,96.0,2.9433594,4.0,0.0
4483,410592,EEE,2014J,349,12,13,29.078125,1,M,Scotland,HE Qualification,5.0,0-35,0,120,N,Pass,-36.0,,0,0,0,88.25,81.0,97.0,8.4609375,4.0,0.0
4484,410666,FFF,2014B,404,12,14,33.65625,0,M,West Midlands Region,A Level or Equivalent,3.0,0-35,3,120,N,Fail,-59.0,,0,0,0,75.625,62.0,100.0,12.6171875,8.0,0.0
4485,410699,CCC,2014B,195,8,14,24.375,0,M,Yorkshire Region,HE Qualification,9.0,0-35,0,30,N,Pass,-47.0,,0,0,0,77.4375,60.0,100.0,16.046875,9.0,0.0
4486,410739,BBB,2013B,190,9,14,21.109375,0,F,East Midlands Region,Lower Than A Level,9.0,35-55,0,120,N,Pass,-92.0,,0,0,0,75.8125,50.0,100.0,16.046875,10.0,0.0
4487,410767,DDD,2013J,556,30,14,18.53125,0,F,East Midlands Region,A Level or Equivalent,7.0,0-35,0,90,Y,Withdrawn,-202.0,112.0,0,314,1,89.875,77.0,100.0,7.8945312,10.0,0.0
4488,410767,DDD,2014J,459,23,13,19.953125,1,F,East Midlands Region,A Level or Equivalent,7.0,0-35,1,90,Y,Pass,-162.0,,0,0,0,89.875,77.0,100.0,7.8945312,10.0,0.0
4489,410810,EEE,2014B,223,14,14,15.9296875,0,F,South Region,Lower Than A Level,10.0,0-35,0,100,N,Pass,-24.0,,1,0,0,85.75,80.0,94.0,5.9101562,4.0,0.0
4490,410816,DDD,2014B,1,1,2,1.0,12,M,East Anglian Region,A Level or Equivalent,4.0,0-35,0,330,Y,Withdrawn,-22.0,228.0,1,250,1,90.5,82.0,99.0,12.0234375,2.0,0.0
4491,410838,FFF,2013J,214,10,12,21.40625,2,F,East Midlands Region,A Level or Equivalent,2.0,0-35,0,60,Y,Pass,-75.0,,0,0,0,64.9375,55.0,74.0,6.3007812,12.0,0.0
4492,410842,BBB,2013J,44,5,8,8.796875,6,F,Scotland,A Level or Equivalent,7.0,0-35,0,60,N,Pass,-53.0,,0,0,0,82.375,40.0,100.0,17.65625,11.0,0.0
4493,410874,FFF,2013B,294,11,13,26.734375,1,M,Yorkshire Region,A Level or Equivalent,1.0,35-55,2,120,N,Fail,-27.0,,1,0,0,72.75,58.0,88.0,12.421875,4.0,0.0
4494,410883,FFF,2014J,62,4,10,15.5,4,M,South West Region,Lower Than A Level,8.0,0-35,0,60,N,Pass,-94.0,,0,0,0,80.25,62.0,98.0,11.2421875,12.0,0.0
4495,410886,CCC,2014B,318,11,9,28.90625,5,F,Scotland,A Level or Equivalent,10.0,0-35,0,90,N,Withdrawn,-52.0,67.0,0,119,1,80.6875,57.0,94.0,10.640625,16.0,0.0
4496,410886,DDD,2013B,256,17,14,15.0625,0,F,Scotland,A Level or Equivalent,10.0,0-35,0,60,N,Pass,-58.0,,0,0,0,80.6875,57.0,94.0,10.640625,16.0,0.0
4497,411001,DDD,2013B,85,5,10,17.0,4,M,Scotland,Lower Than A Level,9.0,0-35,0,60,N,Withdrawn,-106.0,123.0,0,229,1,,,,,,
4498,411013,FFF,2013B,249,14,13,17.78125,1,M,North Region,Lower Than A Level,,0-35,1,180,N,Distinction,-23.0,,1,0,0,85.5,72.0,97.0,8.0078125,12.0,0.0
4499,411060,DDD,2014B,643,15,14,42.875,0,F,East Midlands Region,Lower Than A Level,6.0,0-35,0,60,N,Pass,-64.0,,0,0,0,54.84375,23.0,75.0,21.109375,7.0,0.0
4500,411105,BBB,2014J,35,2,4,17.5,10,F,South Region,A Level or Equivalent,2.0,0-35,0,120,N,Withdrawn,-17.0,12.0,1,29,1,65.125,1.0,100.0,28.8125,10.0,0.0
4501,411105,GGG,2013J,30,2,2,15.0,12,F,South Region,A Level or Equivalent,2.0,0-35,0,30,N,Pass,-36.0,,0,0,0,65.125,1.0,100.0,28.8125,10.0,0.0
4502,411150,BBB,2014J,56,4,12,14.0,2,F,Yorkshire Region,Lower Than A Level,6.0,0-35,0,60,N,Withdrawn,-30.0,158.0,0,188,1,48.0,1.0,75.0,40.84375,3.0,0.0
4503,411197,BBB,2013B,66,5,9,13.203125,5,F,Yorkshire Region,A Level or Equivalent,8.0,35-55,2,60,N,Fail,-29.0,,1,0,0,100.0,100.0,100.0,0.0,3.0,1.0
4504,411226,BBB,2013J,62,6,14,10.3359375,0,F,South West Region,HE Qualification,10.0,0-35,0,120,N,Withdrawn,-110.0,97.0,0,207,1,58.5,57.0,60.0,2.1210938,2.0,0.0
4505,411304,FFF,2014J,77,8,14,9.625,0,F,West Midlands Region,A Level or Equivalent,1.0,0-35,0,60,N,Pass,-115.0,,0,0,0,55.09375,29.0,84.0,14.5546875,12.0,0.0
4506,411381,EEE,2014B,5,1,1,5.0,13,M,East Anglian Region,A Level or Equivalent,9.0,0-35,1,90,N,Fail,-25.0,,1,0,0,40.5,36.0,45.0,6.3632812,2.0,0.0
4507,411549,CCC,2014J,544,12,14,45.34375,0,F,London Region,A Level or Equivalent,4.0,0-35,0,120,N,Pass,-41.0,,0,0,0,54.625,16.0,100.0,21.40625,16.0,0.0
4508,411549,DDD,2014J,120,9,11,13.3359375,3,F,London Region,A Level or Equivalent,4.0,0-35,0,120,N,Fail,-48.0,,0,0,0,54.625,16.0,100.0,21.40625,16.0,0.0
4509,411553,FFF,2013B,22,2,-8,11.0,22,F,London Region,Post Graduate Qualification,2.0,35-55,2,180,N,Fail,-42.0,,0,0,0,85.0,78.0,92.0,9.8984375,2.0,0.0
4510,411619,EEE,2014J,498,17,13,29.296875,1,M,Ireland,A Level or Equivalent,7.0,0-35,0,30,N,Pass,-32.0,,0,0,0,94.5,87.0,99.0,5.4453125,4.0,0.0
4511,411642,BBB,2013J,35,1,4,35.0,10,F,West Midlands Region,HE Qualification,1.0,0-35,1,60,N,Pass,-67.0,,0,0,0,73.375,60.0,100.0,13.4921875,10.0,0.0
4512,411707,DDD,2013J,66,11,11,6.0,3,F,North Western Region,A Level or Equivalent,7.0,0-35,1,120,N,Pass,-29.0,,1,0,0,78.1875,70.0,85.0,4.9960938,6.0,0.0
4513,411730,DDD,2013J,154,14,13,11.0,1,F,South Region,A Level or Equivalent,8.0,35-55,0,60,N,Withdrawn,-87.0,0.0,0,87,1,,,,,,
4514,411895,BBB,2014B,8,1,12,8.0,2,F,East Anglian Region,Lower Than A Level,1.0,0-35,3,120,N,Fail,-131.0,,0,0,0,65.3125,56.0,80.0,12.859375,3.0,0.0
4515,411939,FFF,2013J,175,2,9,87.5,5,M,South Region,A Level or Equivalent,5.0,35-55,1,180,N,Withdrawn,-54.0,32.0,0,86,1,,,,,,
4516,411971,AAA,2014J,304,17,14,17.875,0,M,Ireland,A Level or Equivalent,5.0,0-35,0,60,N,Pass,-44.0,,0,0,0,73.1875,66.0,80.0,6.3789062,5.0,0.0
4517,412025,FFF,2013B,188,4,12,47.0,2,M,Scotland,A Level or Equivalent,9.0,0-35,2,60,N,Pass,-16.0,,1,0,0,68.8125,46.0,93.0,16.59375,11.0,0.0
4518,412063,DDD,2013B,37,3,4,12.3359375,10,M,Wales,Lower Than A Level,8.0,0-35,0,60,N,Fail,-88.0,,0,0,0,36.125,18.0,53.0,14.046875,8.0,0.0
4519,412081,BBB,2014J,15,1,2,15.0,12,F,Ireland,A Level or Equivalent,4.0,35-55,1,60,N,Pass,-4.0,,1,0,0,69.0,54.0,100.0,19.875,5.0,0.0
4520,412102,FFF,2013B,224,9,11,24.890625,3,M,Scotland,HE Qualification,3.0,35-55,0,60,N,Pass,-29.0,,1,0,0,85.0625,72.0,97.0,8.4140625,12.0,0.0
4521,412175,DDD,2013J,98,12,14,8.1640625,0,M,East Midlands Region,Lower Than A Level,4.0,35-55,0,60,N,Withdrawn,-56.0,129.0,0,185,1,46.25,25.0,69.0,19.0,4.0,0.0
4522,412258,CCC,2014B,74,9,10,8.21875,4,F,South East Region,A Level or Equivalent,8.0,0-35,0,40,N,Distinction,-24.0,,1,0,0,97.3125,90.0,100.0,3.640625,9.0,0.0
4523,412263,FFF,2013B,210,12,12,17.5,2,M,Ireland,HE Qualification,,0-35,0,60,N,Pass,-29.0,,1,0,0,71.0,51.0,94.0,12.0078125,11.0,0.0
4524,412268,CCC,2014B,510,15,14,34.0,0,M,South Region,Lower Than A Level,4.0,35-55,0,30,N,Withdrawn,-17.0,24.0,1,41,1,30.0,30.0,30.0,,1.0,0.0
4525,412284,CCC,2014B,25,5,9,5.0,5,M,East Midlands Region,A Level or Equivalent,9.0,0-35,0,150,Y,Fail,-22.0,,1,0,0,85.5,22.0,100.0,25.890625,8.0,0.0
4526,412304,CCC,2014J,326,20,14,16.296875,0,M,South Region,Lower Than A Level,7.0,0-35,0,60,N,Withdrawn,-28.0,34.0,1,62,1,100.0,100.0,100.0,,1.0,0.0
4527,412307,FFF,2013B,291,16,14,18.1875,0,F,London Region,A Level or Equivalent,5.0,0-35,0,60,N,Pass,-22.0,,1,0,0,80.8125,10.0,96.0,22.953125,12.0,0.0
4528,412343,BBB,2014J,38,3,6,12.6640625,8,F,Scotland,Lower Than A Level,2.0,0-35,0,60,Y,Fail,-115.0,,0,0,0,54.1875,1.0,70.0,29.84375,5.0,0.0
4529,412353,FFF,2014J,1891,31,14,61.0,0,M,West Midlands Region,A Level or Equivalent,7.0,55<=,0,60,N,Pass,-29.0,,1,0,0,87.5,75.0,100.0,7.7851562,12.0,0.0
4530,412387,FFF,2014B,32,1,-12,32.0,26,F,South East Region,A Level or Equivalent,2.0,0-35,0,60,Y,Withdrawn,-40.0,101.0,0,141,1,,,,,,
4531,412407,BBB,2013B,8,1,13,8.0,1,M,South East Region,A Level or Equivalent,4.0,0-35,1,60,N,Pass,-34.0,,0,0,0,89.0,73.0,100.0,12.0625,10.0,0.0
4532,412600,CCC,2014J,8,2,14,4.0,0,M,East Anglian Region,A Level or Equivalent,5.0,0-35,0,30,N,Pass,-49.0,,0,0,0,47.21875,14.0,70.0,17.90625,14.0,0.0
4533,412600,DDD,2014B,42,6,10,7.0,4,M,East Anglian Region,A Level or Equivalent,5.0,0-35,1,60,N,Fail,-139.0,,0,0,0,47.21875,14.0,70.0,17.90625,14.0,0.0
4534,412618,DDD,2013J,279,16,10,17.4375,4,M,North Western Region,Lower Than A Level,7.0,0-35,0,80,N,Distinction,-60.0,,0,0,0,86.4375,73.0,92.0,6.6054688,7.0,0.0
4535,412654,BBB,2013B,111,7,10,15.859375,4,M,Scotland,A Level or Equivalent,3.0,0-35,1,60,N,Pass,-66.0,,0,0,0,86.625,68.0,100.0,12.1484375,10.0,0.0
4536,412663,CCC,2014J,168,16,11,10.5,3,M,North Western Region,A Level or Equivalent,2.0,0-35,0,30,N,Pass,-95.0,,0,0,0,57.875,30.0,81.0,14.7265625,16.0,0.0
4537,412663,DDD,2014B,169,15,14,11.265625,0,M,North Western Region,A Level or Equivalent,2.0,0-35,0,60,N,Pass,-52.0,,0,0,0,57.875,30.0,81.0,14.7265625,16.0,0.0
4538,412695,FFF,2014B,141,4,11,35.25,3,M,West Midlands Region,A Level or Equivalent,2.0,0-35,0,60,N,Pass,-113.0,,0,0,0,88.4375,83.0,94.0,3.9882812,12.0,0.0
4539,412697,FFF,2013J,164,6,9,27.328125,5,M,North Region,A Level or Equivalent,9.0,0-35,2,210,N,Pass,-26.0,,1,0,0,79.0,52.0,100.0,11.765625,12.0,0.0
4540,412717,DDD,2014J,127,10,14,12.703125,0,M,Wales,HE Qualification,9.0,35-55,0,60,N,Pass,-30.0,,0,0,0,72.5625,52.0,95.0,15.390625,7.0,0.0
4541,412731,DDD,2013B,236,10,14,23.59375,0,F,London Region,HE Qualification,6.0,35-55,0,60,N,Fail,-102.0,,0,0,0,39.375,7.0,75.0,20.375,13.0,0.0
4542,412754,DDD,2013B,1,1,10,1.0,4,F,East Anglian Region,Lower Than A Level,3.0,0-35,2,60,N,Withdrawn,-30.0,27.0,0,57,1,,,,,,
4543,412772,DDD,2013B,159,11,12,14.453125,2,M,East Midlands Region,HE Qualification,4.0,0-35,1,150,N,Pass,-27.0,,1,0,0,88.375,69.0,100.0,9.7421875,13.0,0.0
4544,412911,EEE,2013J,75,6,14,12.5,0,M,East Anglian Region,A Level or Equivalent,5.0,0-35,0,60,N,Pass,-67.0,,0,0,0,70.5,62.0,83.0,8.9609375,4.0,0.0
4545,413052,BBB,2013J,265,19,14,13.9453125,0,F,North Region,Lower Than A Level,1.0,0-35,3,60,Y,Withdrawn,-53.0,0.0,0,53,1,,,,,,
4546,413083,CCC,2014B,21,4,11,5.25,3,M,Yorkshire Region,HE Qualification,1.0,35-55,0,60,N,Fail,-22.0,,1,0,0,31.59375,16.0,60.0,17.234375,6.0,0.0
4547,413087,CCC,2014J,33,3,14,11.0,0,M,Wales,HE Qualification,1.0,0-35,0,90,N,Fail,5.0,,1,0,0,58.59375,34.0,78.0,16.6875,10.0,0.0
4548,413087,DDD,2014J,20,8,9,2.5,5,M,Wales,HE Qualification,1.0,0-35,0,90,N,Fail,-22.0,,1,0,0,58.59375,34.0,78.0,16.6875,10.0,0.0
4549,413137,FFF,2013J,78,7,12,11.140625,2,M,West Midlands Region,HE Qualification,3.0,35-55,0,60,N,Withdrawn,-60.0,41.0,0,101,1,88.5,87.0,90.0,2.1210938,2.0,0.0
4550,413180,FFF,2014J,23,2,14,11.5,0,M,London Region,A Level or Equivalent,7.0,0-35,1,120,N,Pass,-156.0,,0,0,0,77.5625,70.0,88.0,5.8398438,12.0,0.0
4551,413200,CCC,2014J,23,3,14,7.6679688,0,M,South East Region,HE Qualification,2.0,0-35,0,60,N,Fail,-22.0,,1,0,0,63.90625,22.0,99.0,20.46875,21.0,0.0
4552,413200,FFF,2014B,386,13,13,29.6875,1,M,South East Region,HE Qualification,2.0,0-35,0,60,N,Pass,-29.0,,1,0,0,63.90625,22.0,99.0,20.46875,21.0,0.0
4553,413580,DDD,2013B,44,5,12,8.796875,2,F,East Midlands Region,HE Qualification,2.0,0-35,0,60,N,Withdrawn,-23.0,168.0,1,191,1,55.75,24.0,81.0,20.578125,8.0,0.0
4554,413629,DDD,2014B,317,13,13,24.390625,1,M,Scotland,HE Qualification,7.0,35-55,0,60,N,Withdrawn,-25.0,33.0,1,58,1,,,,,,
4555,413702,EEE,2013J,18,2,9,9.0,5,M,South Region,Lower Than A Level,6.0,0-35,0,120,N,Withdrawn,-26.0,59.0,1,85,1,46.0,46.0,46.0,,1.0,0.0
4556,413705,FFF,2013B,61,5,4,12.203125,10,F,South East Region,Lower Than A Level,6.0,35-55,2,150,N,Fail,-64.0,,0,0,0,,,,,,
4557,413709,FFF,2014J,192,11,14,17.453125,0,M,Ireland,A Level or Equivalent,9.0,0-35,2,120,N,Pass,-52.0,,0,0,0,83.6875,72.0,96.0,6.734375,12.0,0.0
4558,413747,FFF,2013J,470,18,14,26.109375,0,M,Ireland,Lower Than A Level,10.0,35-55,0,60,N,Fail,-75.0,,0,0,0,58.5,54.0,63.0,6.3632812,2.0,0.0
4559,413891,EEE,2014B,20,5,10,4.0,4,M,Wales,A Level or Equivalent,1.0,0-35,0,30,N,Fail,-104.0,,0,0,0,46.34375,31.0,60.0,14.5703125,3.0,0.0
4560,413934,DDD,2013B,45,3,6,15.0,8,F,West Midlands Region,A Level or Equivalent,8.0,35-55,0,60,N,Fail,-30.0,,0,0,0,63.65625,33.0,81.0,15.265625,10.0,0.0
4561,413949,FFF,2014J,60,7,6,8.5703125,8,F,Scotland,Lower Than A Level,2.0,0-35,0,60,Y,Pass,-67.0,,0,0,0,71.25,58.0,81.0,8.6015625,12.0,0.0
4562,413984,BBB,2013B,48,5,8,9.6015625,6,F,London Region,Lower Than A Level,4.0,0-35,1,60,N,Pass,-18.0,,1,0,0,84.0,64.0,100.0,13.8046875,11.0,0.0
4563,414028,BBB,2013J,232,17,14,13.6484375,0,F,Scotland,A Level or Equivalent,8.0,35-55,0,60,N,Distinction,-47.0,,0,0,0,88.25,79.0,100.0,9.5390625,11.0,0.0
4564,414077,DDD,2013J,59,1,9,59.0,5,F,East Anglian Region,HE Qualification,3.0,0-35,0,60,N,Withdrawn,-148.0,0.0,0,148,1,,,,,,
4565,414094,DDD,2014J,150,7,9,21.421875,5,F,South East Region,A Level or Equivalent,4.0,0-35,0,60,Y,Fail,-37.0,,0,0,0,60.4375,48.0,72.0,9.46875,7.0,0.0
4566,414117,AAA,2013J,104,11,14,9.453125,0,M,Yorkshire Region,A Level or Equivalent,6.0,0-35,0,120,N,Pass,-73.0,,0,0,0,76.375,70.0,82.0,5.3203125,5.0,0.0
4567,414247,DDD,2013J,348,23,12,15.1328125,2,F,East Anglian Region,A Level or Equivalent,3.0,0-35,0,180,N,Fail,-156.0,,0,0,0,67.6875,42.0,87.0,16.21875,7.0,0.0
4568,414258,FFF,2013B,276,14,13,19.71875,1,F,Scotland,A Level or Equivalent,2.0,0-35,0,60,N,Fail,-16.0,,1,0,0,54.8125,24.0,76.0,12.6796875,15.0,0.0
4569,414258,FFF,2014B,330,12,9,27.5,5,F,Scotland,A Level or Equivalent,2.0,0-35,1,90,N,Pass,-54.0,,0,0,0,54.8125,24.0,76.0,12.6796875,15.0,0.0
4570,414304,DDD,2013B,333,19,14,17.53125,0,F,South West Region,A Level or Equivalent,8.0,35-55,0,80,N,Pass,-58.0,,0,0,0,83.8125,51.0,98.0,11.5625,14.0,0.0
